Task,Mean_MSE,Mean_Pearson
Oxaliplatin,1.5287699,0.6812100830410164
Ulixertinib,1.2193655,0.5322844945477612
Fulvestrant,0.67602396,0.5827740030315994
Uprosertib,2.069699,0.5225544564085473
Dactinomycin,1.3922825,0.6006051253209532
Docetaxel,3.5760415,0.54922260102383
Camptothecin,2.52093,0.5929390397193336
5-Fluorouracil,2.158975,0.5816159279196729
Afatinib,1.8282491,0.46661645086173403
Taselisib,2.677373,0.43957158792667567
PD0325901,1.6718396,0.6588347138049971
Sapitinib,1.9960643,0.5600216640958657
Alpelisib,1.7488157,0.44638809750654856
SCH772984,1.9121464,0.627664033560348
LGK974,0.79819965,0.5891059169122741
Luminespib,2.6524584,0.5237927670186858
Linsitinib,1.2166281,0.5474465883364202
GSK1904529A,0.92585677,0.5247916032035053
EPZ5676,0.58999187,0.6448727237020234
EPZ004777,0.5980453,0.6105207691257931
Irinotecan,2.3646333,0.62524220976597
PLX-4720,1.580985,0.46742136516616517
Nutlin-3a (-),1.6562265,0.7049187042312229
MG-132,0.61417097,0.42453801189225704
Staurosporine,1.5439376,0.48461976866508527
MK-2206,1.8938555,0.5305748769336807
Trametinib,2.7186167,0.6856490493680751
Palbociclib,1.5963455,0.6290254324562482
MK-1775,1.2554302,0.6207425571809955
Cisplatin,2.2016826,0.6442852600208759
Pictilisib,1.5375181,0.36924111523329023
AZD7762,1.4805557,0.5841462561783914
Olaparib,1.0695503,0.618963388340888
Dasatinib,3.3605025,0.58119042526544
AZD3759,0.8467986,0.47880483335463336
PD173074,1.4864097,0.5228444921300669
Vorinostat,0.7144654,0.6620121878976566
Dabrafenib,2.048414,0.6038895440901733
Paclitaxel,2.966488,0.5977623355123765
AZD4547,1.8665069,0.4760426537573221
Lapatinib,2.1184273,0.4481087489560154
Sorafenib,1.0500675,0.6394656439205298
Nilotinib,1.8261772,0.6482526050621068
Tamoxifen,0.88927907,0.5120226437218094
Gemcitabine,6.68819,0.5961948470193358
Venetoclax,1.6960262,0.6949006118675944
Bortezomib,0.9299379,0.4429862382120049
Wee1 Inhibitor,1.5165387,0.6346013518305941
Osimertinib,1.2718114,0.48127643358332745
AGI-5198,0.62234354,0.5313760267464068
Ipatasertib,1.7308173,0.46488634374608734
