Drug,corr_gene
Oxaliplatin,0.647528015063363
Ulixertinib,0.501605030548981
Fulvestrant,0.5849873053187877
Uprosertib,0.5244847630167573
Dactinomycin,0.5794389893040663
Docetaxel,0.5249317688799806
Camptothecin,0.5831399496857825
5-Fluorouracil,0.5954099652901903
Afatinib,0.4877501069507005
Taselisib,0.4699995191177539
PD0325901,0.6583054632526271
Sapitinib,0.5559563707317183
Alpelisib,0.42122109437191035
SCH772984,0.6506249778690634
LGK974,0.5724487724613723
Luminespib,0.4879005645437322
Linsitinib,0.5495365869165351
GSK1904529A,0.5133960882703341
EPZ5676,0.6446876860904875
EPZ004777,0.5936608890938495
Irinotecan,0.631891599996598
PLX-4720,0.39770983720226694
Nutlin-3a (-),0.6986123582127579
MG-132,0.43241466418236246
Staurosporine,0.46164294969704983
MK-2206,0.5107168360584555
Trametinib,0.6900994748255166
Palbociclib,0.5932201386970908
MK-1775,0.6637145268249065
Cisplatin,0.6621751274674068
Pictilisib,0.3507340921941064
AZD7762,0.5788065182860865
Olaparib,0.5580939187445244
Dasatinib,0.5666392909417164
AZD3759,0.5196210328927028
PD173074,0.4329487220553975
Vorinostat,0.6583000024945549
Dabrafenib,0.5900812915557969
Paclitaxel,0.5988915232539536
AZD4547,0.4098096374543474
Lapatinib,0.44586171321962975
Sorafenib,0.6191556392862116
Nilotinib,0.6794555213917528
Tamoxifen,0.5103883235788806
Gemcitabine,0.594003543420428
Venetoclax,0.6592641647098094
Bortezomib,0.4505738345728397
Wee1 Inhibitor,0.6420529810442228
Osimertinib,0.5175691318417454
AGI-5198,0.5343637945150391
Ipatasertib,0.4636292773483618
Erlotinib,0.5697044979346304
Sepantronium bromide,0.4920550269414346
Cediranib,0.2963890841122913
Buparlisib,0.4946976688879301
YK-4-279,0.6466036524034768
AZD8186,0.3450287233202072
UMI-77,0.394055158869954
Cytarabine,0.6839036061877775
BPD-00008900,0.4906801137056058
MIM1,0.5556827873906378
Dactolisib,0.33969049212178376
NVP-ADW742,0.4982075503271508
Gefitinib,0.44963135099248486
Telomerase Inhibitor IX,0.5662612149047972
GDC0810,0.492128421190256
WEHI-539,0.5477056495792103
BDP-00009066,0.5001498442035195
Epirubicin,0.6241368236785443
GSK2578215A,0.5220707865316236
I-BRD9,0.6000559227438754
P22077,0.5602797005556579
AZD6738,0.5806679330988544
AZD5363,0.5017060322459442
BMS-536924,0.42725306884011405
ABT737,0.6717123722006718
WIKI4,0.30083981008698646
Afuresertib,0.4822243654513404
Savolitinib,0.43222705560516156
Navitoclax,0.614405401964723
Cyclophosphamide,0.5742325265527726
MIRA-1,0.666872542453822
Pyridostatin,0.501257628656907
Temozolomide,0.6923632863111019
Vinorelbine,0.6478054884128654
Vinblastine,0.6301920629159028
Pevonedistat,0.5971313627940531
Foretinib,0.5663462272851747
BIBR-1532,0.5207275765149696
MK-8776,0.6533412513861021
Talazoparib,0.5746118288690654
AMG-319,0.6640183174891339
AZ6102,0.4787271999116285
VX-11e,0.5610941731219343
LJI308,0.6444507273669446
AT13148,0.5278444524439246
Rapamycin,0.5123139034368192
GSK591,0.5248705444734205
VE821,0.6683439208198192
GNE-317,0.21129289273808272
Crizotinib,0.5575614742490513
Entinostat,0.5530338180469467
Alisertib,0.6247149668552852
Fludarabine,0.620646194193561
Mitoxantrone,0.5868747866646354
Niraparib,0.6440594698823805
JAK1_8709,0.5638578400691936
Leflunomide,0.6012136829813051
IRAK4_4710,0.40319260429096826
Entospletinib,0.4213536492130489
BMS-345541,0.6453105239592754
Podophyllotoxin bromide,0.6061705067446956
Gallibiscoquinazole,0.532080812930384
Sinularin,0.5196257009834071
PCI-34051,0.5876580056086455
Carmustine,0.5869495414883503
Topotecan,0.5683702413780158
AGI-6780,0.5669929831571225
VSP34_8731,0.4871547821619665
MN-64,0.5269468524209603
ML323,0.5790905147255268
XAV939,0.3983285294813553
PFI3,0.5783576949705982
Zoledronate,0.6569090066972023
CZC24832,0.6065500090195732
KRAS (G12C) Inhibitor-12,0.6478224085149187
ERK_2440,0.5422475429691772
Acetalax,0.5979494967144015
LY2109761,0.5448259795078256
AZD1332,0.3158857963741886
Mirin,0.5669289934904183
OTX015,0.5052337894578856
Wnt-C59,0.5921742324490511
PRIMA-1MET,0.5358211710553853
PRT062607,0.45187405910893064
AZD5438,0.5658164000419814
Obatoclax Mesylate,0.4200772306718934
AZD2014,0.28977956478779876
OF-1,0.487584203235228
Selumetinib,0.6965222461170484
WZ4003,0.40224406161905696
Teniposide,0.6849242829004556
Picolinici-acid,0.5857732850362274
JAK_8517,0.48108220938150054
Elephantin,0.6098758492708801
Ruxolitinib,0.5796930342362737
VE-822,0.5875318483202836
ERK_6604,0.6024853524898668
IWP-2,0.6004210909073295
PAK_5339,0.5504657277000037
RVX-208,0.537302817078928
TAF1_5496,0.5475672313360497
Dinaciclib,0.49250488051824093
Nelarabine,0.6925844306178168
IGF1R_3801,0.49165442570549633
GSK343,0.5789013666482856
CDK9_5576,0.5172102003324389
LCL161,0.469799785566022
I-BET-762,0.5682692530487838
AZD5153,0.5564319742817578
CDK9_5038,0.5184540678066858
AZD1208,0.642261387168233
Dihydrorotenone,0.41129604311699186
ULK1_4989,0.5444871567585388
Sabutoclax,0.6290593521346233
AZ960,0.5776012182471588
IAP_5620,0.47997821058165213
Ibrutinib,0.5360441971980355
AZD5991,0.7374404914802115
Eg5_9814,0.5879205407674684
Vincristine,0.6379115173483133
GSK2606414,0.5833826323305924
AZD5582,0.40802541736211945
Daporinad,0.5888765426303375
OSI-027,0.6858983957174682
AZD8055,0.3091009027657466
SB216763,0.1991578846525976
Axitinib,0.24716777688627703
RO-3306,0.5927177976422391
Tozasertib,0.66161034456439
GSK269962A,0.5624640898079664
KU-55933,0.45685204100911225
PF-4708671,0.5253461501855753
AZD6482,0.21847799890924732
ZM447439,0.5428667616978936
JQ1,0.036232563648620306
NU7441,0.47280968112943966
SB505124,-0.047839033753549996
Ribociclib,-0.049635211687693075
Doramapimod,0.18667730330239715
BMS-754807,0.30978025087782446
BI-2536,0.6536347378433861
Cetuximab,0.34091793711389723
Doxorubicin,0.4589828060244562
Etoposide,0.4418009136245008
Bleomycin,0.3170869744270977
Bicalutamide,0.3616752430965845
Bleomycin (50 uM),0.6105838267851305
Pemetrexed,0.5731719049450045
AICA Ribonucleotide,0.5311112577126946
