Drug,corr_gene
Oxaliplatin,0.638953666001448
Ulixertinib,0.5065287919578368
Fulvestrant,0.5850529786011687
Uprosertib,0.5172887789389348
Dactinomycin,0.5739692916828356
Docetaxel,0.5214804024868424
Camptothecin,0.5824255359197577
5-Fluorouracil,0.5963615617807241
Afatinib,0.48251077909687146
Taselisib,0.46291917801107574
PD0325901,0.6564954344899486
Sapitinib,0.5527436462688988
Alpelisib,0.41599556561837236
SCH772984,0.651089646757855
LGK974,0.5723517041282448
Luminespib,0.48748690692799784
Linsitinib,0.5566503551405415
GSK1904529A,0.51333952218821
EPZ5676,0.6455973828982854
EPZ004777,0.5950039817674183
Irinotecan,0.6308563159562013
PLX-4720,0.40275145585591254
Nutlin-3a (-),0.6973378381365324
MG-132,0.44393819937339823
Staurosporine,0.4622683417454868
MK-2206,0.5134655824326229
Trametinib,0.6807376192306522
Palbociclib,0.5885177574561884
MK-1775,0.6578999335560025
Cisplatin,0.6579371285443237
Pictilisib,0.33809604364827256
AZD7762,0.580825078785099
Olaparib,0.5666150408471773
Dasatinib,0.5680705026011107
AZD3759,0.5002046755568423
PD173074,0.4327532130795313
Vorinostat,0.6567253604376211
Dabrafenib,0.5886482276176732
Paclitaxel,0.5997933185065414
AZD4547,0.39794117824421366
Lapatinib,0.4456124555544716
Sorafenib,0.6174066998886045
Nilotinib,0.6765275261990146
Tamoxifen,0.5007160327529636
Gemcitabine,0.5920972265657585
Venetoclax,0.6622641718570139
Bortezomib,0.4414076307897661
Wee1 Inhibitor,0.6371745796701973
Osimertinib,0.520601939666557
AGI-5198,0.5264550142389559
Ipatasertib,0.45581962152010513
Erlotinib,0.575619001915978
Sepantronium bromide,0.49810944327087303
Cediranib,0.2897099348448766
Buparlisib,0.4949176823961123
YK-4-279,0.6467438200081866
AZD8186,0.34724258526753704
UMI-77,0.37452613667099066
Cytarabine,0.677924209664047
BPD-00008900,0.48967950352310075
MIM1,0.5497019494511852
Dactolisib,0.33635626527123774
NVP-ADW742,0.49084641784604155
Gefitinib,0.4523979559849582
Telomerase Inhibitor IX,0.564215406316779
GDC0810,0.49662086468896643
WEHI-539,0.5370066098056832
BDP-00009066,0.4843505604555807
Epirubicin,0.6232962280812462
GSK2578215A,0.5215113113213933
I-BRD9,0.5921595219488376
P22077,0.563629904056488
AZD6738,0.5735685060399809
AZD5363,0.49431488297211856
BMS-536924,0.424181096414571
ABT737,0.6697658737782184
WIKI4,0.2993972435407467
Afuresertib,0.4859725504150039
Savolitinib,0.4246657716743528
Navitoclax,0.6070675555958169
Cyclophosphamide,0.5703081827221106
MIRA-1,0.6676778262022947
Pyridostatin,0.4904162672674965
Temozolomide,0.6881479073384297
Vinorelbine,0.649518975679751
Vinblastine,0.6288364554917352
Pevonedistat,0.5947284533457162
Foretinib,0.5603642715333901
BIBR-1532,0.5244180851662048
MK-8776,0.646975777171921
Talazoparib,0.5723639491128252
AMG-319,0.6687287948727694
AZ6102,0.473829325544819
VX-11e,0.561478187046142
LJI308,0.6483252919406889
AT13148,0.5245427527474751
Rapamycin,0.5112575926941991
GSK591,0.5266810491745821
VE821,0.6686552032794935
GNE-317,0.20864200318145246
Crizotinib,0.5619692429803813
Entinostat,0.5513068967736949
Alisertib,0.6277733562422817
Fludarabine,0.6182189650685284
Mitoxantrone,0.588762973427889
Niraparib,0.6473796337804512
JAK1_8709,0.5621821568336478
Leflunomide,0.5988987132582565
IRAK4_4710,0.4022297965282603
Entospletinib,0.4337691713548537
BMS-345541,0.6470751867548802
Podophyllotoxin bromide,0.612727586739033
Gallibiscoquinazole,0.5313754387615479
Sinularin,0.5081478025625339
PCI-34051,0.5944913894116429
Carmustine,0.5924114463392682
Topotecan,0.5716430162224866
AGI-6780,0.5693077360759142
VSP34_8731,0.4918210391841781
MN-64,0.5226830441163595
ML323,0.580615245310971
XAV939,0.39805124662061864
PFI3,0.5846085766728925
Zoledronate,0.6595659399781947
CZC24832,0.600699767210497
KRAS (G12C) Inhibitor-12,0.6445274643234398
ERK_2440,0.5368706113620088
Acetalax,0.5943843773855195
LY2109761,0.5536140131645905
AZD1332,0.3109496476550001
Mirin,0.5630684923389634
OTX015,0.5056985904213711
Wnt-C59,0.5996240478659134
PRIMA-1MET,0.5311088980121349
PRT062607,0.44827057438237866
AZD5438,0.5714573993904546
Obatoclax Mesylate,0.4149327415679891
AZD2014,0.28330228265479784
OF-1,0.48904106374077616
Selumetinib,0.7008789175517076
WZ4003,0.40322174155409884
Teniposide,0.6851970327632098
Picolinici-acid,0.5801785847538851
JAK_8517,0.48286080855226277
Elephantin,0.6120681220747447
Ruxolitinib,0.5846363650213361
VE-822,0.5912972002430827
ERK_6604,0.6101134034353882
IWP-2,0.5964637890136704
PAK_5339,0.5484062473873965
RVX-208,0.5327205001517877
TAF1_5496,0.5439285544004278
Dinaciclib,0.4984430350753182
Nelarabine,0.6935596736284033
IGF1R_3801,0.49705136287420637
GSK343,0.5781002581473935
CDK9_5576,0.5168704825305301
LCL161,0.46817923814139417
I-BET-762,0.5671264118951628
AZD5153,0.5500852665178053
CDK9_5038,0.5239840625477755
AZD1208,0.6497298896934041
Dihydrorotenone,0.4071425891071991
ULK1_4989,0.5420163354004877
Sabutoclax,0.6290476077835407
AZ960,0.5814914024328283
IAP_5620,0.46913933056904744
Ibrutinib,0.5342664058955631
AZD5991,0.7410788025314005
Eg5_9814,0.5912045373324077
Vincristine,0.6441148754639023
GSK2606414,0.5812741471306151
AZD5582,0.4129538419196497
Daporinad,0.5807472539094027
OSI-027,0.6923997477726589
AZD8055,0.30402867093828045
SB216763,0.16601730847257468
Axitinib,0.3005491050799927
RO-3306,0.5514634113672225
Tozasertib,0.6533581677988004
GSK269962A,0.5697881349337701
KU-55933,0.5318374640721875
PF-4708671,0.5828918614460753
AZD6482,0.1678345935703939
ZM447439,0.5244633149736889
JQ1,0.05337222561574299
NU7441,0.5528452259175582
SB505124,-0.13114710512875646
Ribociclib,-0.033483270659717276
Doramapimod,0.19015925068720801
BMS-754807,0.32005495886439156
BI-2536,0.6571278263004809
Cetuximab,0.33454231515208266
Doxorubicin,0.4566591750787351
Etoposide,0.43628147272535067
Bleomycin,0.3225051713449263
Bicalutamide,0.34008806636144157
Bleomycin (50 uM),0.6014291645677208
Pemetrexed,0.5726721408143969
AICA Ribonucleotide,0.5263184982368816
