Drug,corr_gene
Oxaliplatin,0.6504899353864275
Ulixertinib,0.49686588586987324
Fulvestrant,0.5827721083707109
Uprosertib,0.5400446484682518
Dactinomycin,0.5696269350637657
Docetaxel,0.5273147449201425
Camptothecin,0.5844441023199591
5-Fluorouracil,0.6037341914705012
Afatinib,0.4936270923619992
Taselisib,0.4914015169271648
PD0325901,0.6512114235155182
Sapitinib,0.5573329024293194
Alpelisib,0.43732730421467647
SCH772984,0.6469450284693231
LGK974,0.5725162092094607
Luminespib,0.4943343815017899
Linsitinib,0.5660449711767707
GSK1904529A,0.5126642618007184
EPZ5676,0.6376545588628817
EPZ004777,0.5884278495334077
Irinotecan,0.6269491554285621
PLX-4720,0.392171025468579
Nutlin-3a (-),0.710415776100456
MG-132,0.47397645455539217
Staurosporine,0.4670331281221333
MK-2206,0.5266309911852727
Trametinib,0.6867363020832176
Palbociclib,0.604490234469728
MK-1775,0.6730447665500294
Cisplatin,0.6574155938724009
Pictilisib,0.36544904817188595
AZD7762,0.5810276844647875
Olaparib,0.5411201629739663
Dasatinib,0.5839532863734879
AZD3759,0.5266840098953797
PD173074,0.4439296630258847
Vorinostat,0.6527329121459846
Dabrafenib,0.5850465491702157
Paclitaxel,0.5976161271360759
AZD4547,0.4101913120182447
Lapatinib,0.45946950508266526
Sorafenib,0.6149866056104589
Nilotinib,0.6807358557086749
Tamoxifen,0.50775813524329
Gemcitabine,0.6024619322290887
Venetoclax,0.666311242113799
Bortezomib,0.4395024738148243
Wee1 Inhibitor,0.6346588498540076
Osimertinib,0.5279185453249218
AGI-5198,0.5307864052212277
Ipatasertib,0.4832733452854273
Erlotinib,0.557011444750016
Sepantronium bromide,0.5059364758707225
Cediranib,0.31152053870166807
Buparlisib,0.4998884399970699
YK-4-279,0.6460649927498507
AZD8186,0.35849455069345176
UMI-77,0.4031873641744719
Cytarabine,0.6809673003360184
BPD-00008900,0.4899342741964681
MIM1,0.5437433142408591
Dactolisib,0.34906811750520533
NVP-ADW742,0.4997075431220784
Gefitinib,0.44560048217810766
Telomerase Inhibitor IX,0.5846300571852265
GDC0810,0.497512201418323
WEHI-539,0.5709127845437215
BDP-00009066,0.5013768676867093
Epirubicin,0.6295959326145704
GSK2578215A,0.516173683351002
I-BRD9,0.6026398530262045
P22077,0.5602242846880607
AZD6738,0.5821355942781921
AZD5363,0.5149894447473741
BMS-536924,0.4261996539084846
ABT737,0.6766101545995614
WIKI4,0.28849422654975077
Afuresertib,0.5001685044185018
Savolitinib,0.4091085532769291
Navitoclax,0.6138967966121609
Cyclophosphamide,0.5646369292928239
MIRA-1,0.6716789854242473
Pyridostatin,0.49372467549692556
Temozolomide,0.6895474074594963
Vinorelbine,0.6505860814417345
Vinblastine,0.6335796762849087
Pevonedistat,0.5927037196674458
Foretinib,0.5632322035511681
BIBR-1532,0.5115244316500845
MK-8776,0.6519628318140481
Talazoparib,0.5697359511033904
AMG-319,0.6695632696041571
AZ6102,0.47111980185364355
VX-11e,0.5633514998195462
LJI308,0.6451502780094556
AT13148,0.5299091677331474
Rapamycin,0.5195470598183012
GSK591,0.5276739932690194
VE821,0.6692373240587461
GNE-317,0.22424090102615063
Crizotinib,0.5585455624875288
Entinostat,0.548977706570779
Alisertib,0.627055651078649
Fludarabine,0.6183231988034351
Mitoxantrone,0.5835668995412575
Niraparib,0.6493029751982395
JAK1_8709,0.5623458629967513
Leflunomide,0.5937180308626202
IRAK4_4710,0.39270820335903117
Entospletinib,0.4271657772996559
BMS-345541,0.6597424100379796
Podophyllotoxin bromide,0.6028034219879046
Gallibiscoquinazole,0.5207956660617703
Sinularin,0.5047122038241195
PCI-34051,0.5920594080563781
Carmustine,0.5799229468522602
Topotecan,0.5684226226408082
AGI-6780,0.5794464215527408
VSP34_8731,0.4795610933620684
MN-64,0.5289437144339943
ML323,0.5745804689746763
XAV939,0.41085653594515326
PFI3,0.5712159698497987
Zoledronate,0.6412513671634881
CZC24832,0.5977952941193502
KRAS (G12C) Inhibitor-12,0.6525063314582409
ERK_2440,0.5507787712367733
Acetalax,0.6025192326599735
LY2109761,0.5567338371087958
AZD1332,0.30459176293251594
Mirin,0.5638932762063025
OTX015,0.5059867605063976
Wnt-C59,0.5897366845455976
PRIMA-1MET,0.5381263446212344
PRT062607,0.455381641097791
AZD5438,0.565713920698149
Obatoclax Mesylate,0.43384935773966193
AZD2014,0.28392169229215924
OF-1,0.48268830712069677
Selumetinib,0.7016857302564911
WZ4003,0.4025478537782753
Teniposide,0.6838063894781342
Picolinici-acid,0.5819878723495217
JAK_8517,0.48029946570603516
Elephantin,0.6175520328042893
Ruxolitinib,0.5894190020556695
VE-822,0.5861543381039637
ERK_6604,0.5981282147369478
IWP-2,0.6003867434871917
PAK_5339,0.5391833252600428
RVX-208,0.5292082687039366
TAF1_5496,0.5551466058877488
Dinaciclib,0.5012814384848857
Nelarabine,0.6834640257531376
IGF1R_3801,0.4923089367356356
GSK343,0.5767875984462971
CDK9_5576,0.515907183627896
LCL161,0.46587947454180867
I-BET-762,0.5769386280966072
AZD5153,0.5635934132266488
CDK9_5038,0.5279080434440058
AZD1208,0.6472979679048785
Dihydrorotenone,0.4184012004684715
ULK1_4989,0.5496272447164849
Sabutoclax,0.6335708210572139
AZ960,0.5840003143945536
IAP_5620,0.4774872242682817
Ibrutinib,0.5408636925305585
AZD5991,0.7417336486690893
Eg5_9814,0.5824046355102015
Vincristine,0.6400895441105644
GSK2606414,0.5744985961905469
AZD5582,0.40723959582790725
Daporinad,0.5974010422418244
OSI-027,0.6993784487754762
AZD8055,0.2668369866959831
SB216763,0.17106332384119105
Axitinib,0.22652134295477655
RO-3306,0.5101332216505305
Tozasertib,0.6910794436555376
GSK269962A,0.5288444015747887
KU-55933,0.42800312759325276
PF-4708671,0.5250128442969487
AZD6482,0.20645662730433448
ZM447439,0.5373857428081104
JQ1,0.016244778471493942
NU7441,0.40185534299943654
SB505124,-0.06905756395164404
Ribociclib,0.060418860663842194
Doramapimod,0.21272433101877017
BMS-754807,0.32217850115560054
BI-2536,0.6177323201969471
Cetuximab,0.35908299690484213
Doxorubicin,0.4567572421519921
Etoposide,0.44236478155059966
Bleomycin,0.34608408207856134
Bicalutamide,0.34912426923088813
Bleomycin (50 uM),0.6183126957909224
Pemetrexed,0.5716185997557708
AICA Ribonucleotide,0.5279077651192228
