Task,Mean_MSE,Mean_Pearson
Oxaliplatin,1.5004042,0.685438188738086
Ulixertinib,1.2369531,0.5262881189111247
Fulvestrant,0.6740804,0.585153677675253
Uprosertib,2.0597827,0.5245387465545048
Dactinomycin,1.3918108,0.6005324786028501
Docetaxel,3.5494432,0.5505913587141761
Camptothecin,2.523635,0.5913234522413086
5-Fluorouracil,2.1524553,0.5820893306779091
Afatinib,1.8219013,0.46858413439114116
Taselisib,2.6444287,0.4475705895776907
PD0325901,1.6748214,0.6562419340748851
Sapitinib,1.9838756,0.5625283925267937
Alpelisib,1.7351688,0.4480569197098243
SCH772984,1.9088262,0.6277912403779904
LGK974,0.79661924,0.5868993280606739
Luminespib,2.6417177,0.5255498906228212
Linsitinib,1.2082348,0.5535159502671186
GSK1904529A,0.92270166,0.5274935044270124
EPZ5676,0.593931,0.6422761141109428
EPZ004777,0.5995168,0.6063736782189205
Irinotecan,2.3706331,0.6235797098640758
PLX-4720,1.5824076,0.46926523373070644
Nutlin-3a (-),1.6304064,0.7097463431799906
MG-132,0.6187887,0.41778868505735534
Staurosporine,1.5230742,0.4900895348316885
MK-2206,1.8902383,0.5328279995915844
Trametinib,2.6688948,0.6913257744985167
Palbociclib,1.5990299,0.6299623045863604
MK-1775,1.2519735,0.6214845044760754
Cisplatin,2.1918242,0.6469521835379978
Pictilisib,1.5200969,0.37672108495409024
AZD7762,1.4802197,0.5825831535460527
Olaparib,1.0846616,0.6143532702814034
Dasatinib,3.3426535,0.5832317381259299
AZD3759,0.8410856,0.4847727186936576
PD173074,1.4896451,0.5210494718563088
Vorinostat,0.70881575,0.664490239507497
Dabrafenib,2.0323646,0.6087395538679249
Paclitaxel,2.945721,0.6001757206906481
AZD4547,1.85511,0.47950799348634826
Lapatinib,2.095335,0.4529321490752339
Sorafenib,1.0508597,0.6364238189947583
Nilotinib,1.8067201,0.6516734786937849
Tamoxifen,0.8804264,0.5190140002551746
Gemcitabine,6.6757603,0.5971269064023099
Venetoclax,1.679689,0.6977805949053183
Bortezomib,0.92932844,0.44255788107566957
Wee1 Inhibitor,1.5032291,0.6369912882580819
Osimertinib,1.2673568,0.48289496943972354
