Drug,corr_gene
Oxaliplatin,0.6528014738334837
Ulixertinib,0.5070372119542158
Fulvestrant,0.5786889604869455
Uprosertib,0.5444835464420447
Dactinomycin,0.5793281739345808
Docetaxel,0.5301098182650819
Camptothecin,0.5793000659096071
5-Fluorouracil,0.599929982485476
Afatinib,0.49684224301197855
Taselisib,0.48840347360094727
PD0325901,0.6514343589004805
Sapitinib,0.5602863285402219
Alpelisib,0.4365596352751868
SCH772984,0.6481754685526618
LGK974,0.5699915843367804
Luminespib,0.48982297719566903
Linsitinib,0.5679393380241681
GSK1904529A,0.5127072394327261
EPZ5676,0.6466864784490971
EPZ004777,0.5931029170870558
Irinotecan,0.6278381912216446
PLX-4720,0.40877144442215435
Nutlin-3a (-),0.7075373488521648
MG-132,0.4525802280310014
Staurosporine,0.4647013816449662
MK-2206,0.5261596837865814
Trametinib,0.6919488003355454
Palbociclib,0.5979446594986946
MK-1775,0.6734815992968654
Cisplatin,0.661751688549716
Pictilisib,0.3856696719137026
AZD7762,0.5850896268139096
Olaparib,0.5485345586431107
Dasatinib,0.5786536302615517
AZD3759,0.5190038084273126
PD173074,0.4429183598852746
Vorinostat,0.6547542850139736
Dabrafenib,0.5879925615486387
Paclitaxel,0.598665807970644
AZD4547,0.42403839585749237
Lapatinib,0.4590874758616371
Sorafenib,0.6160431258976118
Nilotinib,0.6814898532483125
Tamoxifen,0.5024458448480544
Gemcitabine,0.6012623248493489
Venetoclax,0.6626090822303865
Bortezomib,0.44239491435760414
Wee1 Inhibitor,0.629869993703969
Osimertinib,0.5217836365670229
AGI-5198,0.5351975163713831
Ipatasertib,0.4933191823978885
Erlotinib,0.56615701234043
Sepantronium bromide,0.5059841226226737
Cediranib,0.30476741611691244
Buparlisib,0.5055446701474686
YK-4-279,0.6473121104023929
AZD8186,0.3460767038945899
UMI-77,0.40209280655576574
Cytarabine,0.6803315462206574
BPD-00008900,0.4825546135473621
MIM1,0.5448984885073291
Dactolisib,0.35636858024560936
NVP-ADW742,0.5049262816007498
Gefitinib,0.44653472236843517
Telomerase Inhibitor IX,0.5702172104676588
GDC0810,0.49382853070669874
WEHI-539,0.5541892633979622
BDP-00009066,0.503862700782262
Epirubicin,0.633946924684548
GSK2578215A,0.5164138940833494
I-BRD9,0.5958051824611691
P22077,0.555595050479982
AZD6738,0.5757403402292083
AZD5363,0.5064483317705484
BMS-536924,0.4383192587877634
ABT737,0.6788179403045399
WIKI4,0.2855427616494112
Afuresertib,0.5035391302432218
Savolitinib,0.4221491629060561
Navitoclax,0.6109784851887732
Cyclophosphamide,0.5767251094870276
MIRA-1,0.6726010656789799
Pyridostatin,0.5015431989171788
Temozolomide,0.6840400059657451
Vinorelbine,0.653723267557258
Vinblastine,0.6347190548939633
Pevonedistat,0.5975774403671524
Foretinib,0.5691446445165285
BIBR-1532,0.5104796591855356
MK-8776,0.6558242250402956
Talazoparib,0.5698702545863376
AMG-319,0.6598055326663415
AZ6102,0.47814758443337624
VX-11e,0.5637989347710793
LJI308,0.6464215502145392
AT13148,0.5341741459564775
Rapamycin,0.5242873964139206
GSK591,0.5256826176706823
VE821,0.6651333159666899
GNE-317,0.22209712549054836
Crizotinib,0.5639220907180383
Entinostat,0.5476763559492356
Alisertib,0.6255933399185345
Fludarabine,0.6141598615720743
Mitoxantrone,0.5862196816723357
Niraparib,0.6440981687437222
JAK1_8709,0.5641791180998046
Leflunomide,0.5970818034251313
IRAK4_4710,0.3981093953015059
Entospletinib,0.4224224027795095
BMS-345541,0.6523822664843723
Podophyllotoxin bromide,0.6059497188994177
Gallibiscoquinazole,0.5285218718516077
Sinularin,0.5114515541813247
PCI-34051,0.5914150614065387
Carmustine,0.5793614238604556
Topotecan,0.5735096331345044
AGI-6780,0.5740709756286688
VSP34_8731,0.4889887819162055
MN-64,0.5267055673058447
ML323,0.578560631219789
XAV939,0.3991299753545756
PFI3,0.5763253502152446
Zoledronate,0.6480196890110805
CZC24832,0.6018895652017084
